ID;FEMALE;MALE;ETHBLACK;ETHHISP;ETHWHITE;AGE;S;EDUCPROF;EDUCPHD;EDUCMAST;EDUCBA;EDUCAA;EDUCHSD;EDUCDO;SINGLE;MARRIED;DIVORCED;FAITHN;FAITHP;FAITHC;FAITHJ;FAITHO;ASVAB01;ASVAB02;ASVAB03;ASVAB04;ASVAB05;ASVAB06;ASVABC;HEIGHT;WEIGHT85;WEIGHT02;SM;SF;SIBLINGS;LIBRARY;POV78;EXP;EARNINGS;HOURS;TENURE;COLLBARG;CATGOV;CATPRI;CATSE;URBAN;REGNE;REGNC;REGW;REGS
3533;0;1;0;0;1;44;14;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;66;61;56;59;62;64;61.17247;71;212;235;12;12;1;0;0;21.23077;41.02;45;0.6730769;0;0;1;0;1;0;1;0;0
11888;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;46;45;52;47;48;43;48.08673;71;155;215;14;14;2;1;0;22.36539;13.апр;48;6.480769;0;0;1;0;1;0;0;1;0
1011;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;50;57;41;32;54;45;47.5415;70;140;195;12;12;0;1;0;20.94231;18.25;40;11.32692;0;0;1;0;1;0;1;0;0
2386;0;1;0;1;0;40;15;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;52;64;42;53;62;65;57.3558;64;150;185;12;11;2;1;0;20.55769;24.61;50;13.21154;1;0;1;0;1;0;0;1;0
956;0;1;0;0;1;38;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;56;45;48;56;61;54;49.44983;73;165;195;12;12;2;1;0;19.30769;14;40;9.711538;0;0;1;0;1;0;1;0;0
2649;0;1;0;1;0;41;18;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;68;64;60;62;48;38;64.71653;75;271;280;4;14;8;1;1;10.65385;15.38;40;6.730769;1;1;0;0;1;0;0;0;1
4008;0;1;1;0;0;44;13;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;38;40;39;32;31;48;37.72719;68;155;190;16;16;2;1;0;21.98077;22.75;55;6.326923;1;0;1;0;1;0;0;0;1
1169;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;60;57;57;50;41;45;56.81056;71;155;200;12;14;3;1;0;22;23.33;30;0.7692308;0;0;1;0;0;0;0;0;1
18;0;1;0;0;1;44;13;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;62;66;61;59;62;59;65.26176;66;155;170;12;16;2;1;0;22.07692;113.96;27;15.92308;0;0;1;0;1;0;0;1;0
5666;0;1;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;54;59;54;59;58;57;59.53675;76;200;200;12;14;2;1;0;21.32692;27.21;47;18.82692;0;0;1;0;0;0;0;0;1
4635;0;1;0;0;1;40;17;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;58;64;57;59;52;42;63.08081;73;165;240;12;14;3;1;0;10.01923;31.25;40;0.1538462;0;0;1;0;1;0;0;1;0
5580;0;1;0;0;1;38;12;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;50;42;47;47;38;38;45.08792;67;155;160;10;12;3;0;0;19.34615;15;40;6.461538;0;0;1;0;0;0;0;0;1
12100;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;52;57;47;50;56;56;54.08437;71;170;185;8;16;3;1;0;21.03846;16.62;40;3.288461;0;1;0;0;1;0;0;1;0
2776;0;1;0;0;1;40;14;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;68;58;59;59;41;47;60.35461;76;202;230;5;8;5;0;0;13.80769;13.73;42;9.403846;0;1;0;0;0;0;0;0;1
1663;0;1;0;1;0;38;12;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;54;43;46;41;41;41;43.72482;68;153;178;12;12;7;1;0;5.711538;22;60;1.153846;0;0;1;0;1;0;0;1;0
1627;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;54;46;44;47;39;38;46.45102;73;165;165;16;14;3;1;0;13.86539;авг.88;32;1.653846;0;0;1;0;0;0;0;1;0
253;0;1;0;0;1;37;11;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;42;46;46;26;35;41;41.27124;66;175;172;8;12;2;1;0;12.55769;сен.65;40;8.038462;1;0;1;0;1;1;0;0;0
819;0;1;0;0;1;40;14;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;44;38;43;44;52;44;40.99863;64;145;160;12;12;1;0;0;18.96154;20;40;7.519231;1;0;1;0;1;0;1;0;0
2762;0;1;1;0;0;42;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;30;42;29;35;30;23;36.90933;66;190;250;10;12;4;1;0;22.07692;5;40;11.07692;0;0;1;0;0;0;0;0;1
2800;0;1;0;0;1;40;18;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;64;65;61;59;51;64;64.71653;71;170;250;12;12;1;1;0;11.86539;50.16;46;2.807692;0;0;1;0;1;0;1;0;0
11937;0;1;1;0;0;41;20;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;34;42;38;35;51;29;39.36291;73;185;258;12;12;2;1;0;11.88461;16.99;43;7.942307;1;1;0;0;0;0;0;0;1
3540;0;1;1;0;0;41;11;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;40;40;54;47;40;41;45.90578;71;167;200;11;16;3;1;0;16.75;12.фев;40;2.365385;1;0;1;0;1;0;1;0;0
2222;0;1;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;68;66;60;59;62;54;64.98915;67;140;193;12;18;2;0;0;18.73077;15.71;44;11.38461;0;1;0;0;1;0;0;0;1
4181;0;1;1;0;0;39;11;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;40;45;46;44;48;42;45.63316;72;197;210;12;12;7;0;1;14.51923;9;40;0.0961538;0;0;1;0;1;0;0;0;1
3202;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;52;43;54;50;46;32;48.35935;70;180;220;10;8;4;0;0;21.67308;14.25;40;1;0;0;1;0;1;1;0;0;0
3569;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;44;35;44;47;46;59;40.45338;73;190;230;12;12;4;0;0;19.59615;15.июн;50;20.90385;0;0;1;0;0;0;1;0;0
1708;0;1;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;66;62;59;53;48;41;60.89985;72;175;230;17;20;3;1;0;16.92308;15.69;40;9.692307;1;1;0;0;1;0;0;1;0
4407;0;1;0;0;1;41;16;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;56;57;60;62;44;43;60.89985;71;155;165;16;16;3;1;0;18.46154;85.47;45;3.538461;0;0;1;0;1;0;0;1;0
1156;0;1;1;0;0;45;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;42;53;51;56;50;50;54.6296;73;230;230;12;14;1;1;0;19.75;окт.57;40;4.634615;1;0;1;0;1;0;0;0;1
4831;0;1;0;0;1;37;18;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;54;61;59;62;44;45;62.80819;70;140;150;13;16;4;0;0;13.28846;23.июл;40;1.115385;0;1;0;0;1;0;1;0;0
959;0;1;0;0;1;42;14;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;58;66;57;62;54;55;64.98915;74;180;190;15;16;3;0;0;18.96154;39.91;53;07.май;0;0;1;0;1;0;1;0;0
4884;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;62;64;59;50;61;56;61.17247;72;180;228;12;11;3;1;1;23.44231;14.июн;40;17.65385;1;1;0;0;1;0;1;0;0
1521;0;1;1;0;0;41;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;44;45;39;38;52;40;42.0891;68;185;225;12;10;6;1;0;11.53846;16;50;3.365385;0;1;0;0;0;0;0;0;1
630;0;1;0;0;1;38;8;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;32;36;33;35;32;29;34.72837;73;160;220;10;10;2;1;0;21.09615;11.ноя;45;0.2692308;0;0;1;0;1;0;1;0;0
39;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;50;47;46;47;52;31;47.5415;72;180;195;12;12;4;1;0;22.57692;28.84;50;17.55769;0;0;1;0;1;0;0;0;1
3170;0;1;0;0;1;41;19;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;64;66;61;62;62;63;66.07963;72;162;175;16;16;1;1;0;17;34.96;55;12.42308;0;0;1;0;1;1;0;0;0
776;0;1;0;0;1;41;17;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;66;64;60;59;62;57;63.89867;69;147;165;12;13;2;1;0;15.40385;59;44;2.288461;0;0;1;0;1;0;1;0;0
4609;0;1;0;0;1;41;20;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;60;64;56;59;62;64;62.80819;73;172;205;12;10;2;1;1;15.82692;72.11;40;мар.75;0;0;1;0;1;0;0;0;1
3353;0;1;0;0;1;41;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;38;43;38;38;40;38;40.72601;67;210;250;13;14;3;1;0;21.09615;18.85;40;6.865385;1;0;1;0;1;0;1;0;0
5323;0;1;0;0;1;41;10;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;46;38;33;41;28;41;37.45457;68;120;217;12;9;5;0;0;15.61539;13.май;40;05.май;0;0;1;0;0;0;1;0;0
1390;0;1;1;0;0;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;34;40;44;47;37;26;43.17958;74;191;280;12;12;3;1;;5.076923;21.ноя;45;2.653846;1;0;1;0;1;0;0;1;0
2787;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;52;66;54;56;44;45;62.53557;73;200;225;9;10;2;1;0;13.57692;11.май;40;май.75;0;1;0;0;1;0;0;0;1
1759;0;1;1;0;0;41;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;46;39;35;41;47;31;38.54505;66;131;160;12;11;1;1;1;17.36539;11;40;9.269231;1;0;1;0;1;0;0;1;0
4545;0;1;0;0;1;45;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;54;62;48;47;59;57;56.26532;74;180;200;12;12;4;1;0;23.19231;40.06;48;23.71154;0;0;1;0;1;0;0;1;0
917;0;1;0;0;1;43;12;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;48;39;50;50;47;54;45.08792;75;190;230;10;13;3;1;0;14;13.23;40;0.25;1;0;1;0;1;0;1;0;0
3894;0;1;0;0;1;40;18;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;62;62;61;62;57;53;63.89867;70;155;200;12;12;0;1;0;12.03846;35;40;0.1538462;0;0;1;0;1;0;0;0;1
3845;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;54;46;57;56;51;46;52.44865;69;145;200;12;12;4;1;0;17.05769;10;40;5.173077;1;0;1;0;1;0;1;0;0
5691;0;1;0;0;1;43;11;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;54;43;59;50;38;44;49.72245;65;150;175;9;6;2;1;0;17.05769;9;50;1.596154;0;0;1;0;0;0;0;0;1
3127;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;32;42;35;44;33;38;40.99863;72;195;217;12;12;5;1;0;21.11539;9;40;1.288462;0;0;1;0;1;1;0;0;0
3830;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;50;49;51;38;43;48;47.5415;71;140;195;11;12;3;1;0;18.26923;16.май;52;3.038461;0;0;1;0;1;0;0;0;1
4518;0;1;0;0;1;37;15;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;36;39;44;47;46;49;42.63434;75;180;170;12;12;2;1;0;11.55769;30.34;40;12.48077;1;1;0;0;1;0;0;1;0
2516;0;1;0;0;1;40;12;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;60;59;50;53;52;56;56.81056;71;210;230;12;12;3;1;;22.42308;17.мар;40;3.173077;0;0;1;0;0;0;1;0;0
4979;0;1;0;1;0;37;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;52;45;54;59;57;47;51.90341;67;140;205;12;12;2;1;1;18.30769;дек.82;60;2.038461;0;0;1;0;1;0;0;0;1
5358;0;1;0;0;1;39;14;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;60;51;56;59;50;47;55.72008;75;230;215;12;12;1;1;0;19.98077;29.июн;40;1;0;0;1;0;1;0;0;1;0
2051;0;1;0;0;1;38;11;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;36;38;37;29;42;42;35.27361;66;150;150;12;7;3;1;1;18.69231;7;40;1.692308;0;0;1;0;1;0;0;0;1
718;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;50;55;59;53;59;48;57.08318;67;185;200;12;12;2;1;0;20.11539;13;50;0.5769231;0;0;1;0;0;0;1;0;0
480;0;1;0;0;1;44;18;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;54;53;54;56;51;44;55.44746;70;205;200;12;12;2;1;0;18.73077;22.ноя;40;26.11539;1;1;0;0;1;0;1;0;0
2194;0;1;0;0;1;38;9;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;44;42;35;38;38;39;39.36291;69;130;138;6;6;2;1;0;20.май;14;40;0.0192308;0;0;1;0;2;0;0;0;1
4327;0;1;0;0;1;37;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;62;52;47;57;57;57.3558;70;145;175;12;12;4;1;0;ноя.75;13.май;40;6.980769;0;0;1;0;1;0;1;0;0
2163;0;1;0;0;1;44;14;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;44;42;54;47;48;50;46.99625;69;195;210;12;10;0;0;0;20.65385;08.май;40;0.0961538;1;1;0;0;2;0;0;0;1
4586;0;1;0;0;1;37;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;56;65;54;50;53;43;60.35461;72;155;235;13;8;2;1;1;17.44231;26.май;37;2.326923;0;0;1;0;1;0;0;1;0
248;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;44;36;41;38;37;35;37.72719;72;160;190;16;8;4;1;1;13.67308;8;50;0.5576923;0;0;1;0;1;1;0;0;0
4000;0;1;0;0;1;44;7;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;42;42;48;47;42;50;45.36054;72;145;170;10;12;4;1;0;23.40385;14;50;1.461538;0;0;1;0;0;0;0;0;1
1917;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;42;53;28;44;31;40;45.08792;68;170;212;12;12;1;1;0;21.82692;18.34;40;9.480769;0;1;0;0;2;1;0;0;0
3887;0;1;0;0;1;40;20;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;68;66;61;62;62;60;66.07963;75;205;280;14;17;2;1;0;10.86539;109.61;50;0.0384615;1;0;1;0;0;0;1;0;0
1784;0;1;0;0;1;38;15;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;64;57;60;53;42;43;58.44628;68;145;240;12;15;1;1;0;10.90385;39.53;40;1.903846;0;0;1;0;1;0;0;1;0
3570;0;1;0;0;1;41;9;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;42;38;33;29;52;45;34.18314;73;170;210;9;9;4;0;0;20.44231;17.дек;45;10.96154;0;0;1;0;0;0;1;0;0
973;0;1;0;0;1;39;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;60;57;50;50;58;57;54.90222;69;170;178;12;12;2;1;0;20.92308;16.34;40;14;0;0;1;0;1;0;1;0;0
2089;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;40;38;41;41;53;46;39.63553;74;150;165;12;12;6;1;0;20.17308;15;40;18.11539;0;0;1;0;1;0;1;0;0
3425;0;1;0;0;1;38;13;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;62;61;56;50;55;52;58.7189;70;185;205;13;12;4;1;1;18.51923;34.15;40;8.634615;1;0;1;0;1;0;1;0;0
3219;0;1;0;0;1;41;14;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;56;58;51;50;42;47;55.72008;72;195;180;12;16;5;1;0;20.51923;23.июл;50;20.38461;0;0;1;0;1;1;0;0;0
638;0;1;0;0;1;41;13;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;54;50;51;53;62;61;52.17603;65;120;138;12;15;1;0;0;23.42308;26.74;40;21.01923;0;0;1;0;0;0;1;0;0
4877;0;1;0;0;1;44;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;60;64;61;59;62;58;64.17129;65;132;158;14;16;2;1;0;16;16.28;45;9.423077;0;0;0;1;1;0;1;0;0
2861;0;1;0;0;1;39;17;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;68;66;61;59;62;57;65.26176;69;162;190;14;15;1;1;0;15.май;39.86;55;15.05769;0;0;1;0;1;1;0;0;0
1802;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;66;61;52;50;53;42;57.62842;74;170;220;12;16;5;1;0;17.65385;13;40;1.980769;0;0;1;0;1;0;0;1;0
2157;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;39;56;56;59;48;48.35935;76;188;228;11;6;4;1;0;21.03846;12;40;фев.25;0;0;1;0;0;0;0;0;1
4514;0;1;0;0;1;44;15;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;60;64;57;62;61;54;63.89867;74;210;255;11;14;1;1;0;10.76923;44.07;48;06.май;0;0;1;0;1;0;0;1;0
613;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;48;50;43;41;40;44;46.72364;69;145;165;16;12;1;1;0;21.42308;21;55;16.09615;0;0;1;0;1;0;1;0;0
5329;0;1;0;0;1;40;13;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;48;42;43;47;38;29;43.99744;67;180;222;12;12;4;1;0;21.65385;14.авг;59;5.903846;0;0;1;0;0;0;1;0;0
2187;0;1;0;0;1;40;13;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;52;46;52;41;46;50;46.99625;68;230;230;12;14;1;1;0;21.69231;30;50;18.21154;0;0;1;0;0;0;0;0;1
2694;0;1;0;1;0;43;15;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;56;53;56;56;55;63;55.9927;64;135;145;6;6;7;1;0;20.61539;8;18;0.8076923;0;0;1;0;1;0;0;0;1
4088;0;1;0;0;1;45;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;57;57;62;52;50;60.082;70;180;187;15;14;1;1;0;23.44231;110.57;40;24.61539;0;0;0;1;0;0;0;0;1
73;0;1;0;0;1;38;18;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;60;50;60;56;52;54;55.44746;70;175;200;16;16;2;1;0;11.17308;57.69;50;1.692308;0;0;1;0;1;1;0;0;0
12056;0;1;0;0;1;42;15;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;62;61;59;56;46;48;61.17247;76;250;270;16;14;2;1;0;12.96154;02.май;60;10.98077;0;0;0;1;1;0;0;0;1
4329;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;59;56;59;44;48;60.082;71;200;205;12;12;2;1;0;22.96154;27.авг;40;18.09615;0;1;0;0;1;0;0;1;0
796;0;1;0;0;1;41;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;68;64;61;62;57;60;64.98915;67;180;191;11;12;2;1;0;19.78846;27.88;40;12.96154;0;0;1;0;1;0;1;0;0
235;0;1;0;0;1;39;15;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;56;55;50;47;54;53;52.99389;68;178;174;12;12;3;1;0;18.17308;33.65;40;14.11539;1;1;0;0;0;1;0;0;0
1081;0;1;0;0;1;40;14;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;58;51;55;59;48;43;55.44746;69;155;230;16;16;3;1;0;18.28846;15;45;1.403846;0;0;1;0;1;0;0;0;1
281;0;1;0;0;1;40;18;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;60;65;54;50;62;51;60.35461;75;195;190;13;13;3;1;0;15.42308;36.85;48;12.80769;0;0;1;0;1;1;0;0;0
12045;0;1;0;0;1;44;20;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;64;65;61;56;61;65;63.89867;68;170;200;16;18;1;1;0;16.88461;18.38;40;15.92308;0;1;0;0;1;0;0;0;1
5519;0;1;0;0;1;39;8;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;24;31;25;35;27;28;29.82122;62;154;185;8;10;5;0;0;17.38461;8;40;6.596154;0;1;0;0;0;0;0;0;1
3213;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;54;45;55;59;44;43;52.17603;69;168;210;12;12;6;1;0;14.38461;18.71;40;0.7115384;0;1;0;0;1;1;0;0;0
4888;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;56;51;60;47;43;48;53.53913;73;195;205;13;13;5;0;0;23.36539;16.23;45;5.711538;0;0;1;0;0;0;1;0;0
12122;0;1;0;0;1;45;8;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;46;45;42;41;43;44;43.72482;70;163;165;6;10;9;1;0;22.55769;24.73;40;7.192307;0;0;1;0;0;0;0;0;1
3757;0;1;0;0;1;39;18;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;66;65;60;59;62;65;64.44391;66;165;180;12;18;1;1;0;15.05769;27.69;50;15.40385;0;0;1;0;0;0;1;0;0
1952;0;1;0;0;1;38;17;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;56;47;48;44;52;48;47.26888;69;183;190;12;15;2;1;0;13.61539;61.53;50;3.596154;0;0;1;0;1;0;0;0;1
5296;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;66;61;59;56;37;44;61.17247;62;174;245;12;12;5;0;0;12.32692;сен.35;40;1.192308;1;0;1;0;0;0;1;0;0
929;0;1;0;0;1;37;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;58;54;52;59;49;42;56.26532;73;180;210;12;12;2;1;0;17.51923;08.янв;58;7.403846;0;0;1;0;1;0;1;0;0
1257;0;1;0;0;1;38;12;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;48;47;42;38;35;38;43.99744;77;164;220;12;12;1;1;0;15.80769;сен.31;35;2.057692;0;0;1;0;0;0;0;0;1
797;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;54;51;57;56;62;34;55.17484;73;240;260;11;12;2;1;0;19.36539;25.сен;40;2.019231;1;0;1;0;1;0;1;0;0
4569;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;54;55;56;59;62;62;57.90104;71;197;235;12;11;10;1;1;22.86539;22.авг;57;10.84615;0;0;1;0;1;0;0;1;0
2335;0;1;0;0;1;45;13;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;54;61;57;62;62;63;62.26295;74;150;165;12;10;1;1;;22.07692;21.36;45;8.019231;0;0;1;0;1;0;0;0;1
4128;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;57;56;53;53;37;57.3558;66;135;145;12;16;3;1;0;22.11539;14.23;50;3.961539;0;0;1;0;1;0;1;0;0
412;0;1;0;0;1;37;14;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;54;57;55;50;50;45;56.26532;72;188;220;11;12;2;1;0;10.94231;15.62;40;3.134615;1;1;0;0;0;1;0;0;0
3598;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;46;39;48;35;49;46;40.45338;72;190;216;12;12;1;1;0;23.21154;19.36;40;4.634615;1;0;1;0;0;0;1;0;0
3455;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;54;58;55;53;50;47;57.62842;70;160;160;14;12;4;1;0;22.61539;21;40;18.67308;1;0;1;0;0;0;1;0;0
5097;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;46;50;42;50;52;57;48.90459;66;157;180;12;12;1;1;0;21;48.84;50;5.346154;0;0;1;0;1;0;0;0;1
1353;0;1;0;0;1;38;12;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;46;43;54;50;48;54;48.35935;70;165;175;12;12;1;0;0;19.88461;авг.23;40;13.57692;0;1;0;0;0;0;0;0;1
5579;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;44;54;44;56;60;49;53.26651;72;245;280;10;12;3;0;0;22.28846;41.25;40;7.692307;0;0;1;0;1;0;0;0;1
4883;0;1;0;0;1;44;13;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;52;59;48;53;62;60;56.26532;67;150;175;12;12;6;1;0;18.88461;дек.98;40;окт.75;0;1;0;0;1;0;0;0;1
3620;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;54;51;47;51;38;52.72127;75;225;268;12;10;2;1;0;18.84615;14.42;40;5.519231;0;0;1;0;0;0;1;0;0
644;0;1;0;0;1;44;20;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;64;58;61;59;53;48;60.89985;72;175;184;12;14;2;1;0;14.15385;54.48;60;4.538462;1;0;1;0;1;0;0;1;0
3553;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;52;65;47;59;60;57;60.89985;70;150;160;11;9;8;0;0;20.67308;22;40;2.538461;0;0;1;0;1;0;1;0;0
4902;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;54;45;50;53;49;48;49.17721;72;205;195;8;12;1;0;0;18.78846;дек.32;40;11.03846;0;0;1;0;0;0;0;0;1
3159;0;1;0;0;1;41;15;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;58;58;57;53;62;53;58.17366;70;165;200;14;20;2;1;0;16.23077;17.май;40;4.269231;0;0;1;0;2;0;0;1;0
2138;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;42;47;59;53;52;48;52.72127;74;180;230;12;16;5;1;1;20.46154;21.53;50;0.1346154;0;1;0;0;1;0;0;0;1
3615;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;64;53;61;59;53;52;58.17366;67;145;174;13;12;4;1;0;21.96154;14;40;11.65385;0;0;1;0;1;0;1;0;0
3999;0;1;0;0;1;38;11;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;46;47;47;32;48;39;43.72482;74;200;265;10;12;4;1;0;20.73077;09.май;40;0.5961539;0;0;1;0;1;1;0;0;0
5244;0;1;0;1;0;41;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;58;47;50;53;49;50;50.26769;72;210;260;3;3;6;1;0;15.92308;24.64;40;15.15385;1;0;1;0;1;0;0;1;0
5067;0;1;0;0;1;39;16;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;46;57;44;59;62;54;55.72008;72;190;187;12;14;2;1;;16.90385;44.71;40;16.05769;0;0;1;0;0;0;0;0;1
